date,bhx_don_gia_chuan,winmart_don_gia_chuan
2026-07-04,,343500
2026-07-08,,343500
2026-07-09,,343500
2026-07-10,,343500
2026-07-11,,343500
2026-07-13,,343500
2026-07-14,,343500
2026-07-15,,343500
2026-07-18,,250000
2026-07-20,,343500
2026-07-21,,343500
