date,bhx_don_gia_chuan,winmart_don_gia_chuan
2026-07-04,,40900
2026-07-08,,40900
2026-07-09,,34900
2026-07-10,,34900
2026-07-11,,34900
2026-07-13,,34900
2026-07-14,,34900
2026-07-15,,34900
2026-07-18,,40900
