date,bhx_don_gia_chuan,winmart_don_gia_chuan
2026-07-04,,49000
2026-07-08,,135000
2026-07-09,,135000
2026-07-10,,135000
2026-07-11,,135000
2026-07-13,,135000
2026-07-14,,135000
2026-07-15,,135000
2026-07-18,,135000
2026-07-20,,135000
2026-07-22,,135000
