date,bhx_don_gia_chuan,winmart_don_gia_chuan
2026-07-04,,32900
2026-07-08,,35000
2026-07-09,,39900
2026-07-10,,35000
2026-07-11,,35000
2026-07-13,,35000
2026-07-14,,35000
2026-07-15,,35000
2026-07-18,,35000
2026-07-20,,35000
2026-07-21,,35000
